filename,damageClass,source,generatorVersion,captureDevice,collectedAt,width,height,annotator
synthetic/PARTIAL_DAMAGE/PARTIAL_DAMAGE_synthetic_v1.0.0_0003.jpg,PARTIAL_DAMAGE,synthetic,v1.0.0,,2026-08-01T06:48:33.565790+00:00,320,320,
synthetic/PARTIAL_DAMAGE/PARTIAL_DAMAGE_synthetic_v1.0.0_0004.jpg,PARTIAL_DAMAGE,synthetic,v1.0.0,,2026-08-01T06:48:33.590937+00:00,320,320,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0000.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.091219+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0001.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.095717+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0002.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.099357+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0003.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.103442+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0004.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.107664+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0005.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.111372+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0006.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.114824+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0007.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.118042+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0008.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.121698+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0009.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.125870+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0010.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.129371+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0011.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.132988+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0012.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.137369+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0013.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.141421+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0014.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.144925+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0015.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.148985+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0016.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.152657+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0017.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.156373+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0018.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.160525+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0019.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.164438+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0020.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.167821+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0021.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.171950+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0022.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.176335+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0023.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.180094+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0024.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.184234+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0025.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.188114+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0026.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.191984+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0027.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.195791+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0028.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.199721+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0029.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.203434+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0030.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.207432+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0031.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.211716+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0032.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.215990+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0033.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.220276+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0034.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.224215+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0035.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.228210+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0036.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.232452+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0037.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.235984+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0038.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.239777+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0039.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.243774+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0040.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.247793+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0041.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.251857+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0042.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.255250+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0043.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.259204+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0044.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.262937+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0045.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.266844+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0046.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.270891+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0047.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.274486+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0048.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.278825+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0049.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.282251+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0050.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.286191+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0051.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.289685+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0052.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.293593+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0053.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.297714+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0054.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.301871+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0055.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.305870+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0056.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.309434+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0057.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.313302+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0058.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.317886+00:00,96,96,
synthetic/SAFE/SAFE_synthetic_v2.0.0-repair_0059.jpg,SAFE,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.321392+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0000.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.325907+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0001.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.329369+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0002.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.333242+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0003.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.337050+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0004.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.341367+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0005.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.345441+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0006.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.351165+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0007.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.355190+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0008.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.359400+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0009.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.363364+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0010.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.367347+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0011.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.371700+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0012.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.375341+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0013.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.379341+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0014.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.383525+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0015.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.387615+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0016.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.392043+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0017.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.395352+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0018.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.399346+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0019.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.403085+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0020.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.408455+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0021.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.414362+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0022.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.418509+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0023.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.422570+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0024.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.427447+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0025.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.433133+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0026.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.437914+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0027.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.443006+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0028.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.446934+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0029.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.450605+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0030.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.454646+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0031.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.458867+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0032.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.462502+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0033.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.466424+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0034.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.470819+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0035.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.474290+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0036.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.477866+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0037.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.481938+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0038.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.485514+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0039.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.489697+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0040.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.493828+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0041.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.498051+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0042.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.502190+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0043.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.506032+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0044.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.510347+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0045.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.514349+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0046.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.517951+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0047.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.521651+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0048.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.526949+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0049.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.531360+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0050.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.535613+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0051.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.539048+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0052.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.542989+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0053.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.547650+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0054.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.551162+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0055.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.555139+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0056.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.559053+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0057.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.562829+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0058.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.566440+00:00,96,96,
synthetic/TORN/TORN_synthetic_v2.0.0-repair_0059.jpg,TORN,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.570808+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0000.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.575246+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0001.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.578832+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0002.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.583279+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0003.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.587121+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0004.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.591360+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0005.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.595124+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0006.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.598821+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0007.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.602733+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0008.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.606288+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0009.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.610030+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0010.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.613856+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0011.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.618119+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0012.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.621952+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0013.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.626504+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0014.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.630123+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0015.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.633603+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0016.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.637986+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0017.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.641931+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0018.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.645418+00:00,96,96,
synthetic/OPENED/OPENED_synthetic_v2.0.0-repair_0019.jpg,OPENED,synthetic,v2.0.0-repair,,2026-08-01T19:01:12.648953+00:00,96,96,
